Well_ID,Database,Year,Result,Latitude,Longitude
CDPH1000134,CDPH,1988,182.4,36.81,-119.79
CDPH1000134,CDPH,1988,211,36.81,-119.79
CDPH1000140,CDPH,1988,216.32,36.76,-119.78
CDPH1000140,CDPH,1988,201,36.76,-119.78
CDPH1000143,CDPH,1988,177.92,36.81,-119.85
CDPH1000143,CDPH,1988,193,36.81,-119.85
CDPH1000145,CDPH,1988,145.92,36.78,-119.8
CDPH1000145,CDPH,1988,167,36.78,-119.8
CDPH1000147,CDPH,1988,258.56,36.71,-119.76
CDPH1000147,CDPH,1988,272,36.71,-119.76
CDPH1000148,CDPH,1988,158.72,36.81,-119.86
CDPH1000148,CDPH,1988,185,36.81,-119.86
CDPH1000148,CDPH,1988,184.32,36.81,-119.86
CDPH1000148,CDPH,1988,216,36.81,-119.86
CDPH1000151,CDPH,1988,163.2,36.76,-119.84
CDPH1000151,CDPH,1988,186,36.76,-119.84
CDPH1000153,CDPH,1988,131.84,36.76,-119.78
CDPH1000153,CDPH,1988,169,36.76,-119.78
CDPH1000154,CDPH,1988,98.56,36.8,-119.76
CDPH1000154,CDPH,1988,138,36.8,-119.76
CDPH1000159,CDPH,1988,145.92,36.79,-119.83
CDPH1000159,CDPH,1988,163,36.79,-119.83
CDPH1000161,CDPH,1988,122.88,36.8,-119.75
CDPH1000161,CDPH,1988,162,36.8,-119.75
CDPH1000166,CDPH,1988,152.96,36.8,-119.75
CDPH1000166,CDPH,1988,188,36.8,-119.75
CDPH1000167,CDPH,1988,188.8,36.81,-119.88
CDPH1000167,CDPH,1988,205,36.81,-119.88
CDPH1000211,CDPH,1988,96,36.56,-119.62
CDPH1000211,CDPH,1988,99,36.56,-119.62
CDPH1000282,CDPH,1988,358.4,35.35,-118.98
CDPH1000282,CDPH,1988,333,35.35,-118.98
CDPH1000321,CDPH,1988,153.6,35.6,-119.33
CDPH1000321,CDPH,1988,165,35.6,-119.33
CDPH1000749,CDPH,1988,335.36,36.3,-119.15
CDPH1000749,CDPH,1988,336,36.3,-119.15
CDPH1000789,CDPH,1988,105.6,36.33,-119.28
CDPH1000789,CDPH,1988,108,36.33,-119.28
CDPH1005474,CDPH,1988,172.16,36.83,-119.81
CDPH1005474,CDPH,1988,203,36.83,-119.81
CDPH1005481,CDPH,1988,311.68,36.73,-119.78
CDPH1005481,CDPH,1988,309,36.73,-119.78
CDPH1005482,CDPH,1988,163.84,36.8,-119.78
CDPH1005482,CDPH,1988,182,36.8,-119.78
CDPH1005483,CDPH,1988,248.32,36.73,-119.8
CDPH1005483,CDPH,1988,259,36.73,-119.8
CDPH1005485,CDPH,1988,250.88,36.76,-119.8
CDPH1005485,CDPH,1988,274,36.76,-119.8
CDPH1005488,CDPH,1988,190.72,36.78,-119.91
CDPH1005488,CDPH,1988,195,36.78,-119.91
CDPH1005490,CDPH,1988,281.6,36.75,-119.75
CDPH1005490,CDPH,1988,281,36.75,-119.75
CDPH1005492,CDPH,1988,296.96,36.75,-119.78
CDPH1005492,CDPH,1988,272,36.75,-119.78
CDPH1005495,CDPH,1988,265.6,36.73,-119.81
CDPH1005495,CDPH,1988,281,36.73,-119.81
CDPH1005498,CDPH,1988,251.52,36.76,-119.76
CDPH1005498,CDPH,1988,260,36.76,-119.76
CDPH1005500,CDPH,1988,153.6,36.8,-119.78
CDPH1005500,CDPH,1988,157,36.8,-119.78
CDPH1005503,CDPH,1988,155.52,36.7,-119.78
CDPH1005503,CDPH,1988,182,36.7,-119.78
CDPH1005504,CDPH,1988,172.16,36.8,-119.76
CDPH1005504,CDPH,1988,188,36.8,-119.76
CDPH1005506,CDPH,1988,170.24,36.8,-119.81
CDPH1005506,CDPH,1988,199,36.8,-119.81
CDPH1005509,CDPH,1988,251.52,36.76,-119.73
CDPH1005509,CDPH,1988,267,36.76,-119.73
CDPH1005511,CDPH,1988,213.12,36.81,-119.76
CDPH1005511,CDPH,1988,226,36.81,-119.76
CDPH1005514,CDPH,1988,180.48,36.83,-119.78
CDPH1005514,CDPH,1988,190,36.83,-119.78
CDPH1005516,CDPH,1988,194.56,36.73,-119.71
CDPH1005516,CDPH,1988,203,36.73,-119.71
CDPH1005519,CDPH,1988,227.84,36.83,-119.75
CDPH1005519,CDPH,1988,236,36.83,-119.75
CDPH1005523,CDPH,1988,1.728,36.84,-119.77
CDPH1005523,CDPH,1988,154,36.84,-119.77
CDPH1005531,CDPH,1988,129.28,36.81,-119.88
CDPH1005531,CDPH,1988,161,36.81,-119.88
CDPH1005532,CDPH,1988,312.32,36.71,-119.74
CDPH1005532,CDPH,1988,331,36.71,-119.74
CDPH1005626,CDPH,1988,462.08,36.51,-119.55
CDPH1005626,CDPH,1988,412,36.51,-119.55
CDPH1005627,CDPH,1988,133.76,36.52,-119.55
CDPH1005627,CDPH,1988,148,36.52,-119.55
CDPH1005638,CDPH,1988,262.4,36.56,-119.6
CDPH1005638,CDPH,1988,241,36.56,-119.6
CDPH1005639,CDPH,1988,160,36.56,-119.61
CDPH1005639,CDPH,1988,157,36.56,-119.61
CDPH1005640,CDPH,1988,134.4,36.58,-119.6
CDPH1005640,CDPH,1988,125,36.58,-119.6
CDPH1005776,CDPH,1988,307.2,35.33,-118.9
CDPH1005776,CDPH,1988,295,35.33,-118.9
CDPH1005795,CDPH,1988,294.4,35.23,-118.84
CDPH1005795,CDPH,1988,270,35.23,-118.84
CDPH1005906,CDPH,1988,339.2,35.26,-119.02
CDPH1005906,CDPH,1988,370,35.26,-119.02
CDPH1005936,CDPH,1988,192,35.4,-119.04
CDPH1005936,CDPH,1988,195,35.4,-119.04
CDPH1006101,CDPH,1988,140.8,35.33,-119.01
CDPH1006101,CDPH,1988,141,35.33,-119.01
CDPH1006102,CDPH,1988,147.2,35.36,-119.03
CDPH1006102,CDPH,1988,142,35.36,-119.03
CDPH1006103,CDPH,1988,499.2,35.36,-119.01
CDPH1006103,CDPH,1988,429,35.36,-119.01
CDPH1006104,CDPH,1988,204.8,35.38,-119
CDPH1006104,CDPH,1988,195,35.38,-119
CDPH1006105,CDPH,1988,230.4,35.33,-119.01
CDPH1006105,CDPH,1988,225,35.33,-119.01
CDPH1006106,CDPH,1988,1126.4,35.4,-118.98
CDPH1006106,CDPH,1988,1160,35.4,-118.98
CDPH1006107,CDPH,1988,371.2,35.36,-119
CDPH1006107,CDPH,1988,364,35.36,-119
CDPH1006108,CDPH,1988,227.2,35.31,-119.01
CDPH1006108,CDPH,1988,229,35.31,-119.01
CDPH1006109,CDPH,1988,300.8,35.35,-119
CDPH1006109,CDPH,1988,288,35.35,-119
CDPH1006110,CDPH,1988,192,35.35,-119.03
CDPH1006110,CDPH,1988,203,35.35,-119.03
CDPH1006111,CDPH,1988,140.8,35.35,-119.05
CDPH1006111,CDPH,1988,164,35.35,-119.05
CDPH1006112,CDPH,1988,390.4,35.4,-118.96
CDPH1006112,CDPH,1988,370,35.4,-118.96
CDPH1006113,CDPH,1988,313.6,35.33,-119.03
CDPH1006113,CDPH,1988,314,35.33,-119.03
CDPH1006114,CDPH,1988,300.8,35.33,-119.03
CDPH1006114,CDPH,1988,300,35.33,-119.03
CDPH1006117,CDPH,1988,172.8,35.38,-119.01
CDPH1006117,CDPH,1988,179,35.38,-119.01
CDPH1006119,CDPH,1988,137.6,35.33,-118.98
CDPH1006119,CDPH,1988,131,35.33,-118.98
CDPH1006120,CDPH,1988,192,35.38,-119.01
CDPH1006120,CDPH,1988,180,35.38,-119.01
CDPH1006122,CDPH,1988,230.4,35.31,-119.01
CDPH1006122,CDPH,1988,216,35.31,-119.01
CDPH1006123,CDPH,1988,214.4,35.35,-119.05
CDPH1006123,CDPH,1988,197,35.35,-119.05
CDPH1006125,CDPH,1988,256,35.35,-118.98
CDPH1006125,CDPH,1988,238,35.35,-118.98
CDPH1006126,CDPH,1988,240,35.35,-119.01
CDPH1006126,CDPH,1988,230,35.35,-119.01
CDPH1006206,CDPH,1988,153.6,35.6,-119.33
CDPH1006206,CDPH,1988,160,35.6,-119.33
CDPH1006207,CDPH,1988,166.4,35.58,-119.33
CDPH1006207,CDPH,1988,175,35.58,-119.33
CDPH1006269,CDPH,1988,224,35.36,-119.06
CDPH1006269,CDPH,1988,204,35.36,-119.06
CDPH1006307,CDPH,1988,505.6,35.11,-118.98
CDPH1006307,CDPH,1988,454.7,35.11,-118.98
CDPH1009360,CDPH,1988,734.72,36.29,-119.13
CDPH1009360,CDPH,1988,684,36.29,-119.13
CDPH1009379,CDPH,1988,199.68,36.06,-119.01
CDPH1009379,CDPH,1988,144,36.06,-119.01
CDPH1009384,CDPH,1988,238.08,36.06,-119.01
CDPH1009384,CDPH,1988,216,36.06,-119.01
CDPH1009391,CDPH,1988,379.52,36.06,-119.06
CDPH1009391,CDPH,1988,304,36.06,-119.06
CDPH1009392,CDPH,1988,448,36.07,-119.06
CDPH1009392,CDPH,1988,392,36.07,-119.06
CDPH1009393,CDPH,1988,257.28,36.07,-119.04
CDPH1009393,CDPH,1988,208,36.07,-119.04
CDPH1009394,CDPH,1988,197.76,36.07,-119.06
CDPH1009394,CDPH,1988,168,36.07,-119.06
CDPH1009430,CDPH,1988,185.6,36.31,-119.31
CDPH1009430,CDPH,1988,173,36.31,-119.31
CDPH1009431,CDPH,1988,134.4,36.33,-119.25
CDPH1009431,CDPH,1988,130,36.33,-119.25
CDPH1009432,CDPH,1988,118.4,36.3,-119.31
CDPH1009432,CDPH,1988,117,36.3,-119.31
CDPH1009433,CDPH,1988,176,36.31,-119.33
CDPH1009433,CDPH,1988,166,36.31,-119.33
CDPH1009434,CDPH,1988,140.8,36.31,-119.31
CDPH1009434,CDPH,1988,133,36.31,-119.31
CDPH1009435,CDPH,1988,137.6,36.31,-119.3
CDPH1009435,CDPH,1988,142,36.31,-119.3
CDPH1009436,CDPH,1988,147.2,36.33,-119.26
CDPH1009436,CDPH,1988,153,36.33,-119.26
CDPH1009437,CDPH,1988,179.2,36.3,-119.31
CDPH1009437,CDPH,1988,167,36.3,-119.31
CDPH1009438,CDPH,1988,224,36.3,-119.31
CDPH1009438,CDPH,1988,252,36.3,-119.31
CDPH1009439,CDPH,1988,230.4,36.3,-119.3
CDPH1009439,CDPH,1988,222,36.3,-119.3
CDPH1009440,CDPH,1988,134.4,36.35,-119.3
CDPH1009440,CDPH,1988,139,36.35,-119.3
CDPH1009441,CDPH,1988,262.4,36.33,-119.31
CDPH1009441,CDPH,1988,252,36.33,-119.31
CDPH1009442,CDPH,1988,134.4,36.33,-119.35
CDPH1009442,CDPH,1988,125,36.33,-119.35
CDPH1009462,CDPH,1988,108.8,36.35,-119.41
CDPH1009462,CDPH,1988,112,36.35,-119.41
CDPH1009463,CDPH,1988,160,36.35,-119.41
CDPH1009463,CDPH,1988,166,36.35,-119.41
CDPH1009504,CDPH,1988,310.4,36.41,-119.08
CDPH1009504,CDPH,1988,300,36.41,-119.08
CDPH1000808,CDPH,1988,164.48,36.183805,-119.366383
CDPH1000808,CDPH,1988,190,36.183805,-119.366383
CDPH1005909,CDPH,1988,1856,35.119,-118.988
CDPH1005909,CDPH,1988,2120,35.119,-118.988
CDPH1005969,CDPH,1988,102.4,35.38,-119.186
CDPH1005969,CDPH,1988,125,35.38,-119.186
CDPH1009495,CDPH,1988,115.2,36.365,-119.226
CDPH1009495,CDPH,1988,126,36.365,-119.226
CDPH1009496,CDPH,1988,121.6,36.365,-119.226
CDPH1009496,CDPH,1988,130,36.365,-119.226
CDPH1000146,CDPH,1988,130.56,36.771,-119.82
CDPH1000146,CDPH,1988,163,36.771,-119.82
CDPH1000299,CDPH,1988,160,35.699,-119.226
CDPH1000299,CDPH,1988,155,35.699,-119.226
CDPH1001586,CDPH,1988,94.08,36.626,-119.305
CDPH1001586,CDPH,1988,130,36.626,-119.305
CDPH1001587,CDPH,1988,230.4,36.626,-119.305
CDPH1001587,CDPH,1988,240,36.626,-119.305
CDPH1001589,CDPH,1988,326.4,36.626,-119.305
CDPH1001589,CDPH,1988,340,36.626,-119.305
CDPH1001604,CDPH,1988,326.4,36.423,-119.86
CDPH1001604,CDPH,1988,301,36.423,-119.86
CDPH1001610,CDPH,1988,358.4,36.597,-120.176
CDPH1001610,CDPH,1988,336,36.597,-120.176
CDPH1001654,CDPH,1988,467.2,35.206,-118.988
CDPH1001654,CDPH,1988,465,35.206,-118.988
CDPH1001684,CDPH,1988,368,35.003,-118.909
CDPH1001684,CDPH,1988,350,35.003,-118.909
CDPH1001718,CDPH,1988,352,35.235,-119.028
CDPH1001718,CDPH,1988,360,35.235,-119.028
CDPH1001729,CDPH,1988,371.2,35.409,-118.869
CDPH1001729,CDPH,1988,355,35.409,-118.869
CDPH1001778,CDPH,1988,908.8,35.351,-118.869
CDPH1001778,CDPH,1988,985,35.351,-118.869
CDPH1001850,CDPH,1988,163.2,35.351,-119.028
CDPH1001850,CDPH,1988,156,35.351,-119.028
CDPH1001851,CDPH,1988,185.6,35.409,-118.988
CDPH1001851,CDPH,1988,177,35.409,-118.988
CDPH1001852,CDPH,1988,524.8,35.409,-118.988
CDPH1001852,CDPH,1988,513,35.409,-118.988
CDPH1001853,CDPH,1988,137.6,35.38,-118.988
CDPH1001853,CDPH,1988,132,35.38,-118.988
CDPH1001854,CDPH,1988,320,35.409,-118.988
CDPH1001854,CDPH,1988,340,35.409,-118.988
CDPH1001855,CDPH,1988,358.4,35.409,-118.988
CDPH1001855,CDPH,1988,339,35.409,-118.988
CDPH1001856,CDPH,1988,192,35.38,-119.028
CDPH1001856,CDPH,1988,202,35.38,-119.028
CDPH1001857,CDPH,1988,217.6,35.322,-119.028
CDPH1001857,CDPH,1988,197,35.322,-119.028
CDPH1001858,CDPH,1988,166.4,35.322,-119.028
CDPH1001858,CDPH,1988,161,35.322,-119.028
CDPH1001859,CDPH,1988,281.6,35.322,-119.028
CDPH1001859,CDPH,1988,273,35.322,-119.028
CDPH1001860,CDPH,1988,134.4,35.351,-119.028
CDPH1001860,CDPH,1988,136,35.351,-119.028
CDPH1001861,CDPH,1988,214.4,35.322,-119.028
CDPH1001861,CDPH,1988,195,35.322,-119.028
CDPH1001862,CDPH,1988,192,35.322,-119.028
CDPH1001862,CDPH,1988,183,35.322,-119.028
CDPH1001863,CDPH,1988,153.6,35.351,-118.988
CDPH1001863,CDPH,1988,145,35.351,-118.988
CDPH1001885,CDPH,1988,748.8,35.351,-118.948
CDPH1001885,CDPH,1988,770,35.351,-118.948
CDPH1001886,CDPH,1988,480,35.351,-118.948
CDPH1001886,CDPH,1988,470,35.351,-118.948
CDPH1001894,CDPH,1988,371.2,35.67,-119.226
CDPH1001894,CDPH,1988,370,35.67,-119.226
CDPH1001898,CDPH,1988,704,35.438,-119.067
CDPH1001898,CDPH,1988,680,35.438,-119.067
CDPH1001898,CDPH,1988,710.4,35.438,-119.067
CDPH1001898,CDPH,1988,715,35.438,-119.067
CDPH1002052,CDPH,1988,358.4,36.307,-119.622
CDPH1002052,CDPH,1988,310,36.307,-119.622
CDPH1002053,CDPH,1988,384,36.336,-119.661
CDPH1002053,CDPH,1988,330,36.336,-119.661
CDPH1002055,CDPH,1988,531.2,36.336,-119.622
CDPH1002055,CDPH,1988,460,36.336,-119.622
CDPH1004313,CDPH,1988,166.4,35.873,-119.463
CDPH1004313,CDPH,1988,175,35.873,-119.463
CDPH1004317,CDPH,1988,326.4,36.075,-119.028
CDPH1004317,CDPH,1988,300,36.075,-119.028
CDPH1004318,CDPH,1988,203.52,36.075,-119.028
CDPH1004318,CDPH,1988,192,36.075,-119.028
CDPH1004319,CDPH,1988,249.6,36.075,-119.028
CDPH1004319,CDPH,1988,220,36.075,-119.028
CDPH1004323,CDPH,1988,348.16,36.075,-119.067
CDPH1004323,CDPH,1988,272,36.075,-119.067
CDPH1004326,CDPH,1988,344.96,36.075,-119.067
CDPH1004326,CDPH,1988,312,36.075,-119.067
CDPH1004328,CDPH,1988,352.64,36.075,-119.067
CDPH1004328,CDPH,1988,312,36.075,-119.067
CDPH1004329,CDPH,1988,275.2,36.075,-119.067
CDPH1004329,CDPH,1988,240,36.075,-119.067
CDPH1004340,CDPH,1988,102.4,36.336,-119.424
CDPH1004340,CDPH,1988,110,36.336,-119.424
CDPH1004341,CDPH,1988,261.76,36.394,-119.107
CDPH1004341,CDPH,1988,232,36.394,-119.107
CDPH1004342,CDPH,1988,265.6,36.394,-119.107
CDPH1004342,CDPH,1988,220,36.394,-119.107
CDWR1000119,CDWR,1988,620.8,35.32032,-118.79622
CDWR1000119,CDWR,1988,755,35.32032,-118.79622
CDWR1000325,CDWR,1988,96,36.55993,-119.62228
CDWR1000325,CDWR,1988,99,36.55993,-119.62228
CDWR1000536,CDWR,1988,169.6,36.509,-119.59085
CDWR1000536,CDWR,1988,170,36.509,-119.59085
CDWR1000583,CDWR,1988,125,36.58162,-119.60415
CDWR1000583,CDWR,1988,134.4,36.58162,-119.60415
CDWR1000599,CDWR,1988,96,36.31832,-119.28525
CDWR1000599,CDWR,1988,107,36.31832,-119.28525
CDWR1001027,CDWR,1988,117,36.30757,-119.31176
CDWR1001027,CDWR,1988,118.4,36.30757,-119.31176
CDWR1001049,CDWR,1988,133,36.32557,-119.3251
CDWR1001049,CDWR,1988,140.8,36.32557,-119.3251
CDWR1001077,CDWR,1988,173,36.31836,-119.32059
CDWR1001077,CDWR,1988,185.6,36.31836,-119.32059
CDWR1001175,CDWR,1988,125,36.3298,-119.35201
CDWR1001175,CDWR,1988,134.4,36.3298,-119.35201
CDWR1001203,CDWR,1988,272.64,36.78092,-119.86911
CDWR1001209,CDWR,1988,227.2,36.49816,-119.59534
CDWR1001209,CDWR,1988,240,36.49816,-119.59534
CDWR1001209,CDWR,1988,230.4,36.49816,-119.59534
CDWR1001209,CDWR,1988,260,36.49816,-119.59534
CDWR1001293,CDWR,1988,252,36.33283,-119.32519
CDWR1001293,CDWR,1988,262.4,36.33283,-119.32519
CDWR1001577,CDWR,1988,124.16,36.77369,-119.85116
CDWR1001660,CDWR,1988,157,36.5671,-119.61765
CDWR1001660,CDWR,1988,160,36.5671,-119.61765
CDWR1001720,CDWR,1988,166.4,36.78097,-119.84672
CDWR1001721,CDWR,1988,128,36.78097,-119.84672
CDWR1001726,CDWR,1988,188.8,36.53077,-119.5776
CDWR1001726,CDWR,1988,220,36.53077,-119.5776
CDWR1001726,CDWR,1988,240,36.53077,-119.5776
CDWR1001726,CDWR,1988,270,36.53077,-119.5776
CDWR1001792,CDWR,1988,128.64,36.78828,-119.87827
CDWR1001871,CDWR,1988,137.6,36.3147,-119.29864
CDWR1001871,CDWR,1988,142,36.3147,-119.29864
CDWR1001988,CDWR,1988,170.88,36.76633,-119.85559
CDWR1002714,CDWR,1988,179.2,36.5162,-119.57751
CDWR1002714,CDWR,1988,220,36.5162,-119.57751
CDWR1002714,CDWR,1988,195.2,36.5162,-119.57751
CDWR1002714,CDWR,1988,210,36.5162,-119.57751
CDWR1003000,CDWR,1988,166.4,36.30735,-119.33385
CDWR1003000,CDWR,1988,167,36.30735,-119.33385
CDWR1003001,CDWR,1988,167,36.30391,-119.31174
CDWR1003001,CDWR,1988,179.2,36.30391,-119.31174
CDWR1003191,CDWR,1988,177,35.40665,-118.98311
CDWR1003191,CDWR,1988,185.6,35.40665,-118.98311
CDWR1003244,CDWR,1988,204.8,36.5055,-119.61354
CDWR1003244,CDWR,1988,210,36.5055,-119.61354
CDWR1003244,CDWR,1988,198.4,36.5055,-119.61354
CDWR1003244,CDWR,1988,250,36.5055,-119.61354
CDWR1003362,CDWR,1988,212.48,36.78461,-119.85119
CDWR1003500,CDWR,1988,230.4,36.29654,-119.29838
CDWR1003596,CDWR,1988,350.72,36.76636,-119.85112
CDWR1003814,CDWR,1988,250.24,36.78461,-119.86472
CDWR1004214,CDWR,1988,231.68,36.7809,-119.8781
CDWR1004215,CDWR,1988,289.28,36.77369,-119.85116
CDWR1004217,CDWR,1988,222.72,36.77359,-119.87804
CDWR1004324,CDWR,1988,236,36.5707,-119.61761
CDWR1004324,CDWR,1988,236.8,36.5707,-119.61761
CDWR1004613,CDWR,1988,497.28,36.77367,-119.85562
CDWR1004621,CDWR,1988,241,36.55987,-119.6132
CDWR1004621,CDWR,1988,262.4,36.55987,-119.6132
CDWR1004704,CDWR,1988,391.68,36.75898,-119.85993
CDWR1004975,CDWR,1988,224,36.30748,-119.32047
CDWR1004975,CDWR,1988,252,36.30748,-119.32047
CDWR1004999,CDWR,1988,281.6,36.50904,-119.59991
CDWR1004999,CDWR,1988,310,36.50904,-119.59991
CDWR1005261,CDWR,1988,226.56,36.75556,-119.84678
CDWR1005387,CDWR,1988,281.6,36.50904,-119.59991
CDWR1005387,CDWR,1988,290,36.50904,-119.59991
CDWR1005523,CDWR,1988,234.88,36.77361,-119.86906
CDWR1005576,CDWR,1988,448,36.51988,-119.59541
CDWR1005576,CDWR,1988,490,36.51988,-119.59541
CDWR1005576,CDWR,1988,393.6,36.51988,-119.59541
CDWR1005576,CDWR,1988,400,36.51988,-119.59541
CDWR1005710,CDWR,1988,241.92,36.77724,-119.87356
CDWR1006085,CDWR,1988,337.28,36.76635,-119.86007
CDWR1006091,CDWR,1988,372.48,36.58364,-120.1132
CDWR1006091,CDWR,1988,382,36.58364,-120.1132
CDWR1006259,CDWR,1988,410.88,36.78096,-119.85567
CDWR1006260,CDWR,1988,262.4,36.77724,-119.87356
CDWR1006408,CDWR,1988,268.8,36.76634,-119.86905
CDWR1006471,CDWR,1988,270.08,36.77728,-119.86459
CDWR1006906,CDWR,1988,293.76,36.76633,-119.85559
CDWR1007745,CDWR,1988,364,35.36665,-119.00074
CDWR1007745,CDWR,1988,371.2,35.36665,-119.00074
CDWR1007759,CDWR,1988,401.92,36.78826,-119.86475
CDWR1007760,CDWR,1988,398.72,36.77364,-119.86009
CDWR1008076,CDWR,1988,341.12,36.78461,-119.8557
CDWR1008156,CDWR,1988,345.6,36.77363,-119.86457
CDWR1008244,CDWR,1988,350.08,36.77001,-119.8556
CDWR1008556,CDWR,1988,554.24,36.64562,-120.05013
CDWR1008556,CDWR,1988,582,36.64562,-120.05013
CDWR1008785,CDWR,1988,364,36.50378,-120.00147
CDWR1008785,CDWR,1988,379.52,36.50378,-120.00147
CDWR1008793,CDWR,1988,380.16,36.78828,-119.87827
CDWR1008871,CDWR,1988,588.8,36.50536,-119.58633
CDWR1008871,CDWR,1988,610,36.50536,-119.58633
CDWR1008871,CDWR,1988,544,36.50536,-119.58633
CDWR1008871,CDWR,1988,570,36.50536,-119.58633
CDWR1009083,CDWR,1988,422.4,36.77369,-119.85116
CDWR1009364,CDWR,1988,471,36.56224,-120.11789
CDWR1009364,CDWR,1988,471.04,36.56224,-120.11789
